product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand
709,Headphones,Appliances,1,1403.43,7/8/2024 13:47,1,"New York, NY",370,93,222,166,10,Sunny,TRUE,Tuesday,FALSE,117,415
757,Smartphone,Electronics,4,1702.75,2/23/2024 7:27,14,"New York, NY",477,129,294,137,8,Rainy,FALSE,Friday,FALSE,237,287
407,Camera,Electronics,3,1612.51,5/23/2024 12:54,2,"New York, NY",211,130,219,130,8,Stormy,FALSE,Thursday,TRUE,177,427
138,TV,Electronics,2,222.97,7/18/2024 23:38,3,"Miami, FL",255,111,275,334,9,Sunny,FALSE,Sunday,TRUE,290,142
848,Laptop,Electronics,2,567.45,8/9/2024 23:16,9,"Chicago, IL",481,68,138,120,10,Sunny,TRUE,Wednesday,TRUE,464,118
927,Headphones,Appliances,3,1718.3,3/29/2024 14:26,11,"New York, NY",234,105,255,443,6,Sunny,FALSE,Monday,TRUE,154,329
690,Smartphone,Appliances,5,1621.14,5/13/2024 18:13,15,"Chicago, IL",400,116,171,240,2,Stormy,FALSE,Tuesday,FALSE,256,236
490,Washing Machine,Electronics,1,245.51,4/1/2024 2:35,20,"Los Angeles, CA",237,77,141,450,7,Stormy,FALSE,Saturday,FALSE,410,286
180,TV,Appliances,3,411.94,6/22/2024 22:55,5,"Chicago, IL",232,129,100,205,7,Rainy,FALSE,Sunday,FALSE,349,238
898,Tablet,Electronics,2,99.79,6/12/2024 2:03,8,"Miami, FL",122,97,204,138,6,Sunny,FALSE,Wednesday,FALSE,235,475
157,Washing Machine,Electronics,4,751.77,3/18/2024 5:57,5,"New York, NY",436,54,220,114,1,Cloudy,FALSE,Tuesday,TRUE,309,219
889,Tablet,Appliances,1,1003.29,3/23/2024 21:42,13,"Los Angeles, CA",213,148,112,278,2,Stormy,TRUE,Wednesday,TRUE,206,198
442,Smartphone,Electronics,3,473.18,3/18/2024 4:25,16,"Miami, FL",175,108,242,289,9,Rainy,TRUE,Monday,TRUE,488,404
456,Fridge,Electronics,1,1708.1,5/12/2024 22:09,3,"Miami, FL",391,144,107,104,1,Sunny,FALSE,Friday,TRUE,236,492
936,Camera,Appliances,3,330.13,9/13/2024 7:47,9,"New York, NY",488,139,187,211,1,Cloudy,TRUE,Sunday,TRUE,393,408
544,Washing Machine,Electronics,5,1427.61,1/8/2024 6:33,18,"Los Angeles, CA",233,53,289,145,6,Cloudy,FALSE,Thursday,TRUE,332,487
526,Washing Machine,Electronics,5,1412.28,1/17/2024 16:44,11,"Chicago, IL",193,94,232,286,5,Sunny,TRUE,Sunday,TRUE,260,161
988,Smartphone,Electronics,2,464.77,3/11/2024 5:28,17,"Dallas, TX",159,60,290,472,5,Rainy,FALSE,Monday,TRUE,217,95
223,Camera,Appliances,2,1381.09,6/4/2024 11:51,4,"Miami, FL",182,74,188,367,1,Rainy,TRUE,Wednesday,TRUE,268,506
990,Camera,Electronics,2,460.15,5/20/2024 19:29,20,"New York, NY",178,55,241,362,3,Sunny,FALSE,Monday,TRUE,224,308
888,Washing Machine,Electronics,4,1996.67,6/20/2024 2:36,15,"Chicago, IL",152,102,139,333,8,Cloudy,FALSE,Thursday,TRUE,334,152
332,Washing Machine,Appliances,1,839.5,5/4/2024 15:09,1,"Chicago, IL",169,127,171,381,8,Rainy,TRUE,Saturday,TRUE,244,497
865,Washing Machine,Appliances,3,555.2,1/29/2024 1:58,4,"Miami, FL",316,103,273,262,7,Rainy,TRUE,Tuesday,FALSE,390,124
768,Headphones,Electronics,3,412.78,1/29/2024 14:44,12,"Miami, FL",453,107,102,119,1,Cloudy,FALSE,Tuesday,FALSE,269,118
969,Fridge,Electronics,3,1143.31,9/5/2024 9:25,2,"Chicago, IL",29,73,165,298,2,Rainy,TRUE,Wednesday,TRUE,164,227
716,Laptop,Electronics,2,310.07,6/24/2024 17:20,4,"Chicago, IL",106,58,259,312,3,Cloudy,TRUE,Friday,TRUE,290,476
111,TV,Electronics,1,518.14,1/18/2024 4:28,19,"Dallas, TX",128,149,265,107,4,Rainy,FALSE,Wednesday,TRUE,195,429
749,TV,Electronics,4,369.54,4/8/2024 12:55,14,"Chicago, IL",460,66,222,494,2,Rainy,FALSE,Saturday,FALSE,433,445
896,TV,Appliances,5,819.83,3/7/2024 19:44,16,"Chicago, IL",492,118,224,320,7,Rainy,TRUE,Friday,FALSE,274,372
747,Washing Machine,Electronics,4,1617.59,5/31/2024 21:18,20,"Dallas, TX",258,63,282,327,3,Sunny,FALSE,Saturday,TRUE,320,297
491,TV,Electronics,2,1930.09,9/16/2024 10:49,16,"New York, NY",56,90,275,283,6,Sunny,FALSE,Saturday,TRUE,106,254
155,Fridge,Appliances,4,783.32,7/7/2024 8:08,5,"Miami, FL",314,99,250,431,8,Rainy,TRUE,Saturday,FALSE,361,343
412,TV,Electronics,2,1725.96,1/18/2024 18:20,1,"Chicago, IL",169,120,279,159,6,Stormy,FALSE,Friday,TRUE,362,364
636,Headphones,Electronics,1,1322.84,4/23/2024 2:13,20,"New York, NY",412,81,182,236,2,Cloudy,TRUE,Tuesday,TRUE,250,181
142,Fridge,Electronics,1,553.66,3/17/2024 21:53,5,"New York, NY",440,120,279,159,1,Rainy,FALSE,Friday,TRUE,350,407
426,Fridge,Electronics,1,906.63,3/18/2024 21:14,12,"Dallas, TX",356,107,223,235,1,Sunny,FALSE,Tuesday,FALSE,450,441
652,Smartphone,Electronics,5,1840.97,2/26/2024 9:16,3,"Dallas, TX",128,150,145,367,1,Sunny,FALSE,Sunday,FALSE,437,250
678,Camera,Appliances,1,1262.8,9/5/2024 2:59,19,"Chicago, IL",103,53,172,216,4,Sunny,TRUE,Friday,FALSE,101,323
253,Headphones,Appliances,4,1432.76,2/23/2024 18:26,5,"Dallas, TX",183,73,101,276,7,Sunny,TRUE,Sunday,TRUE,348,362
434,Tablet,Appliances,5,486.48,3/19/2024 14:38,2,"Chicago, IL",395,111,108,136,7,Sunny,FALSE,Tuesday,FALSE,432,339
614,Smartphone,Appliances,3,1093.09,8/7/2024 2:50,4,"Los Angeles, CA",378,116,159,270,9,Rainy,TRUE,Thursday,FALSE,144,335
814,Tablet,Appliances,2,709.39,1/3/2024 17:27,18,"Dallas, TX",369,92,115,306,6,Cloudy,TRUE,Saturday,TRUE,156,260
326,Headphones,Electronics,2,324.35,2/12/2024 10:44,5,"Dallas, TX",56,78,150,110,8,Sunny,TRUE,Sunday,TRUE,337,257
256,Washing Machine,Appliances,1,316.49,8/24/2024 15:02,18,"New York, NY",55,107,121,390,5,Sunny,FALSE,Saturday,TRUE,301,93
151,Camera,Appliances,1,1387.72,2/26/2024 23:09,12,"Los Angeles, CA",461,122,193,279,4,Stormy,TRUE,Tuesday,FALSE,206,323
789,TV,Appliances,3,92.3,9/7/2024 10:41,5,"Miami, FL",25,121,116,161,10,Rainy,FALSE,Wednesday,FALSE,204,143
849,Laptop,Appliances,5,233.15,3/24/2024 13:44,8,"Chicago, IL",71,148,291,236,8,Rainy,TRUE,Wednesday,TRUE,321,353
502,Washing Machine,Appliances,4,1393.04,2/25/2024 16:31,8,"Miami, FL",195,69,233,468,4,Cloudy,TRUE,Tuesday,TRUE,482,129
556,Camera,Electronics,1,50.26,4/5/2024 15:10,5,"Miami, FL",319,64,205,167,9,Cloudy,FALSE,Tuesday,TRUE,293,436
870,Fridge,Appliances,5,875.4,2/1/2024 9:42,19,"Chicago, IL",104,86,123,334,5,Stormy,FALSE,Thursday,FALSE,151,97
709,Washing Machine,Appliances,3,418.35,5/13/2024 2:08,15,"Dallas, TX",293,142,214,342,8,Stormy,FALSE,Wednesday,FALSE,383,181
689,Washing Machine,Electronics,3,1534.23,5/14/2024 0:38,1,"Los Angeles, CA",161,123,188,126,2,Stormy,FALSE,Sunday,TRUE,436,281
616,Fridge,Electronics,2,391.62,7/8/2024 16:45,9,"Los Angeles, CA",190,71,250,450,9,Cloudy,FALSE,Wednesday,TRUE,433,264
192,Fridge,Appliances,2,593.86,7/17/2024 4:47,19,"Miami, FL",105,89,242,179,5,Rainy,TRUE,Thursday,TRUE,133,421
327,Camera,Electronics,3,319.69,5/28/2024 22:36,7,"Chicago, IL",120,60,255,133,6,Stormy,FALSE,Thursday,FALSE,288,456
542,Washing Machine,Appliances,3,1924.98,1/1/2024 22:11,16,"New York, NY",421,78,211,275,9,Sunny,FALSE,Friday,TRUE,133,110
396,Camera,Appliances,2,1014.56,2/23/2024 17:35,19,"Los Angeles, CA",25,110,145,498,2,Rainy,FALSE,Saturday,FALSE,272,367
905,Headphones,Electronics,4,187.67,1/2/2024 1:25,11,"Los Angeles, CA",275,63,297,217,7,Stormy,TRUE,Saturday,TRUE,400,243
503,Fridge,Appliances,5,1202.43,4/1/2024 10:59,17,"Chicago, IL",316,111,138,376,4,Sunny,TRUE,Friday,TRUE,250,477
251,Laptop,Electronics,4,341.23,2/29/2024 19:33,6,"Miami, FL",374,80,275,298,1,Cloudy,FALSE,Friday,FALSE,344,206
235,Smartphone,Appliances,3,1235.81,7/6/2024 0:16,19,"Dallas, TX",384,50,179,158,3,Cloudy,FALSE,Thursday,TRUE,174,173
444,Washing Machine,Appliances,3,1609.41,7/16/2024 17:23,4,"Dallas, TX",69,104,256,153,2,Rainy,FALSE,Saturday,FALSE,380,191
184,TV,Electronics,4,992.38,2/11/2024 19:48,11,"Chicago, IL",98,138,177,271,3,Rainy,FALSE,Saturday,FALSE,235,238
587,Headphones,Electronics,1,1648.76,6/20/2024 9:10,18,"Chicago, IL",353,74,262,162,10,Rainy,TRUE,Thursday,FALSE,145,229
685,Tablet,Appliances,1,1730.93,1/6/2024 4:49,12,"New York, NY",127,122,219,160,2,Sunny,FALSE,Friday,TRUE,192,386
863,Camera,Appliances,4,690.1,3/9/2024 12:24,11,"New York, NY",96,54,207,140,9,Stormy,FALSE,Thursday,TRUE,391,328
150,Tablet,Electronics,2,574.02,3/23/2024 20:31,4,"New York, NY",334,117,167,463,3,Sunny,FALSE,Monday,FALSE,263,490
661,Headphones,Appliances,2,717.09,8/12/2024 10:41,3,"Los Angeles, CA",484,97,265,322,4,Cloudy,FALSE,Tuesday,FALSE,364,170
508,Tablet,Electronics,1,1798.56,8/22/2024 21:06,14,"Los Angeles, CA",449,117,125,189,7,Sunny,FALSE,Tuesday,FALSE,285,341
368,Headphones,Appliances,5,162.28,4/24/2024 8:23,7,"Miami, FL",42,77,256,471,4,Sunny,TRUE,Sunday,FALSE,270,509
187,TV,Electronics,4,1855.66,6/14/2024 22:58,20,"New York, NY",105,54,169,341,8,Stormy,FALSE,Wednesday,TRUE,490,269
508,Tablet,Appliances,3,681.03,2/12/2024 8:18,15,"Chicago, IL",186,102,250,149,3,Sunny,TRUE,Monday,FALSE,446,419
613,Tablet,Appliances,2,1158.37,4/15/2024 8:08,3,"Chicago, IL",347,121,188,231,6,Sunny,FALSE,Tuesday,TRUE,207,278
544,Tablet,Appliances,2,1238.24,3/21/2024 3:39,10,"Dallas, TX",381,83,229,206,2,Sunny,TRUE,Tuesday,FALSE,110,256
892,Camera,Appliances,4,185.41,6/11/2024 10:50,20,"Dallas, TX",35,137,154,484,2,Cloudy,FALSE,Thursday,TRUE,111,310
814,Laptop,Appliances,4,1124.67,9/15/2024 1:10,6,"Chicago, IL",159,114,146,289,3,Sunny,TRUE,Thursday,TRUE,136,321
233,TV,Appliances,4,481.22,2/5/2024 19:28,1,"New York, NY",498,76,192,415,10,Stormy,TRUE,Saturday,FALSE,391,509
880,Camera,Appliances,2,107.44,8/14/2024 8:29,15,"Miami, FL",335,104,119,198,9,Stormy,TRUE,Friday,TRUE,381,434
238,TV,Appliances,5,1447.41,3/16/2024 13:26,11,"Chicago, IL",266,149,253,234,1,Sunny,TRUE,Friday,FALSE,207,453
592,Camera,Appliances,4,817.03,6/4/2024 9:38,15,"Miami, FL",161,147,246,157,4,Stormy,FALSE,Thursday,FALSE,305,121
672,Headphones,Appliances,4,604.47,2/20/2024 5:21,10,"Los Angeles, CA",172,116,109,118,2,Cloudy,TRUE,Thursday,FALSE,196,337
302,Headphones,Appliances,3,529.42,7/18/2024 12:03,4,"Chicago, IL",382,65,121,301,1,Cloudy,FALSE,Tuesday,FALSE,324,500
599,Headphones,Appliances,4,1363.2,4/30/2024 18:10,10,"Miami, FL",402,104,102,153,3,Rainy,FALSE,Wednesday,FALSE,301,121
504,TV,Electronics,2,409.39,3/20/2024 17:35,6,"Miami, FL",14,106,134,431,7,Cloudy,TRUE,Sunday,TRUE,114,390
767,Smartphone,Electronics,2,1528.82,8/31/2024 5:11,10,"Miami, FL",237,70,203,315,3,Stormy,FALSE,Thursday,TRUE,116,133
685,Headphones,Electronics,4,1986.15,1/10/2024 2:58,18,"Miami, FL",11,75,159,266,4,Rainy,TRUE,Tuesday,TRUE,273,454
300,Laptop,Electronics,1,1463.18,1/9/2024 16:59,15,"Chicago, IL",73,118,154,105,8,Sunny,TRUE,Tuesday,FALSE,362,419
674,Headphones,Electronics,1,343.57,7/3/2024 14:56,8,"New York, NY",192,100,167,423,1,Stormy,TRUE,Friday,FALSE,405,303
730,Headphones,Electronics,3,300.15,7/24/2024 9:24,19,"New York, NY",128,104,259,230,6,Rainy,FALSE,Saturday,TRUE,252,128
853,Camera,Appliances,1,926.33,7/22/2024 18:07,14,"Miami, FL",8,93,134,457,1,Sunny,FALSE,Friday,TRUE,288,336
636,Fridge,Appliances,1,960.38,4/21/2024 13:05,6,"Los Angeles, CA",221,135,137,355,7,Cloudy,FALSE,Monday,TRUE,279,111
352,Fridge,Appliances,3,447.32,1/20/2024 6:27,13,"Miami, FL",70,102,213,195,8,Cloudy,FALSE,Saturday,FALSE,490,491
348,Laptop,Appliances,2,197.09,3/27/2024 5:41,5,"Chicago, IL",409,55,292,262,5,Cloudy,TRUE,Thursday,TRUE,139,362
173,Washing Machine,Appliances,4,1779.07,2/28/2024 13:29,12,"Dallas, TX",407,101,224,278,9,Sunny,TRUE,Friday,TRUE,309,504
372,Smartphone,Electronics,5,1037.15,3/13/2024 2:08,20,"Los Angeles, CA",216,110,278,210,3,Cloudy,FALSE,Saturday,FALSE,115,470
895,Fridge,Appliances,1,1922.18,6/15/2024 18:09,3,"Miami, FL",7,111,294,162,6,Stormy,FALSE,Friday,FALSE,393,231
540,TV,Electronics,1,1912.14,4/9/2024 14:07,17,"Chicago, IL",197,97,221,457,3,Cloudy,TRUE,Tuesday,FALSE,135,312
431,TV,Appliances,3,833.53,5/9/2024 10:14,18,"Chicago, IL",225,94,114,118,3,Rainy,FALSE,Saturday,TRUE,142,105
801,TV,Electronics,3,632.54,1/31/2024 18:25,8,"Miami, FL",144,122,236,354,10,Sunny,FALSE,Thursday,FALSE,337,401
689,Washing Machine,Appliances,5,982.38,8/20/2024 2:32,3,"Los Angeles, CA",367,95,183,202,3,Rainy,TRUE,Saturday,TRUE,461,241
191,TV,Appliances,1,1854.75,9/7/2024 0:27,6,"Dallas, TX",54,107,247,355,6,Cloudy,FALSE,Thursday,FALSE,415,487
215,Washing Machine,Appliances,1,913.75,7/31/2024 18:22,10,"Dallas, TX",163,150,178,138,5,Cloudy,TRUE,Tuesday,FALSE,490,267
787,Washing Machine,Electronics,1,454.3,7/25/2024 17:42,19,"Chicago, IL",323,81,273,195,7,Stormy,TRUE,Monday,FALSE,242,292
523,Camera,Electronics,2,754.94,1/18/2024 16:41,16,"Los Angeles, CA",63,144,142,174,6,Cloudy,TRUE,Wednesday,TRUE,412,338
533,Tablet,Electronics,4,514.18,5/26/2024 14:34,15,"Los Angeles, CA",382,146,208,103,5,Rainy,FALSE,Thursday,TRUE,480,276
474,Camera,Appliances,2,1605.26,6/27/2024 14:02,8,"Chicago, IL",422,91,229,324,8,Cloudy,TRUE,Tuesday,FALSE,207,374
456,TV,Electronics,2,703.36,1/5/2024 18:03,14,"New York, NY",152,87,144,174,7,Cloudy,FALSE,Tuesday,FALSE,368,100
295,Fridge,Appliances,1,660.72,1/21/2024 18:02,15,"Dallas, TX",156,62,160,264,4,Rainy,FALSE,Sunday,FALSE,189,500
428,Fridge,Appliances,3,1266.61,6/12/2024 20:13,16,"Chicago, IL",417,50,257,475,2,Cloudy,TRUE,Tuesday,FALSE,198,420
452,TV,Electronics,2,1602.49,5/4/2024 14:32,6,"Dallas, TX",259,90,268,116,7,Rainy,TRUE,Saturday,FALSE,181,387
708,Washing Machine,Appliances,3,313.78,8/16/2024 19:29,9,"Dallas, TX",244,145,290,379,10,Rainy,FALSE,Monday,FALSE,460,473
771,Washing Machine,Electronics,4,610.94,5/30/2024 2:24,10,"Chicago, IL",223,146,192,431,2,Cloudy,TRUE,Tuesday,TRUE,383,249
124,Laptop,Electronics,2,1469.46,8/4/2024 19:14,7,"Chicago, IL",80,131,289,256,5,Rainy,TRUE,Tuesday,TRUE,331,369
888,Camera,Appliances,1,123.31,8/7/2024 17:14,10,"Chicago, IL",54,135,194,264,6,Sunny,FALSE,Wednesday,FALSE,148,201
412,Smartphone,Electronics,4,972.19,2/5/2024 11:11,7,"Chicago, IL",477,106,167,470,6,Sunny,TRUE,Friday,TRUE,279,440
273,Smartphone,Appliances,1,1430.72,2/3/2024 13:45,11,"Los Angeles, CA",479,111,150,482,10,Cloudy,TRUE,Tuesday,FALSE,410,101
458,Headphones,Electronics,5,1469.45,7/24/2024 7:39,10,"Miami, FL",463,134,277,190,1,Rainy,TRUE,Saturday,TRUE,476,123
731,Laptop,Appliances,3,307.94,5/9/2024 11:59,20,"Chicago, IL",215,66,171,253,4,Cloudy,TRUE,Wednesday,FALSE,478,193
941,Washing Machine,Electronics,2,1017.32,4/12/2024 13:50,15,"Los Angeles, CA",491,95,165,110,7,Cloudy,TRUE,Sunday,FALSE,277,192
922,Camera,Electronics,5,86.08,1/19/2024 12:48,17,"Los Angeles, CA",146,51,237,380,6,Rainy,TRUE,Wednesday,FALSE,281,396
552,Camera,Appliances,1,1313.61,1/1/2024 8:40,16,"Miami, FL",287,87,146,364,4,Rainy,TRUE,Thursday,FALSE,231,263
738,TV,Appliances,2,896.94,9/13/2024 0:34,6,"Chicago, IL",125,55,123,323,6,Sunny,TRUE,Monday,TRUE,347,383
249,Fridge,Appliances,4,1573.93,5/10/2024 14:05,20,"Chicago, IL",376,72,161,468,5,Rainy,FALSE,Friday,TRUE,157,111
551,Fridge,Electronics,5,765.31,5/21/2024 4:08,13,"Chicago, IL",130,92,233,117,3,Stormy,TRUE,Saturday,FALSE,348,328
145,Fridge,Electronics,1,375.66,6/27/2024 20:13,12,"Miami, FL",338,138,262,478,4,Sunny,TRUE,Tuesday,FALSE,275,436
937,Headphones,Appliances,4,934.21,2/27/2024 14:54,16,"Los Angeles, CA",69,145,101,412,8,Stormy,TRUE,Wednesday,FALSE,374,262
